# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_headlong
# Exported by: MattTheEmp
setting:	replacespawns 0
ttt_random_ammo	-221.260452 -1693.401489 -2734.664795	0.047 0.000 -0.027
ttt_random_ammo	-887.148682 -1517.967163 -2637.455078	79.873 -67.479 -153.659
ttt_random_ammo	-860.254211 -1514.459351 -2640.276611	88.981 98.036 -98.840
ttt_random_ammo	-893.782166 -1521.555054 -2637.030273	15.492 -41.241 107.596
ttt_random_ammo	-708.784790 -1315.262207 -2570.021240	-0.023 -0.215 -0.027
ttt_random_ammo	-714.597351 -1295.336548 -2570.021973	-1.315 0.273 1.539
ttt_random_ammo	-724.653320 -1311.510376 -2570.029297	-0.023 0.131 -0.027
ttt_random_ammo	-934.937683 -1026.415283 -2550.640625	0.063 0.000 0.006
ttt_random_ammo	-965.094482 -1022.025269 -2550.624023	0.135 0.000 0.101
ttt_random_ammo	-943.411560 -1070.787109 -2550.664795	0.047 0.000 -0.027
ttt_random_ammo	-6.451979 -1095.167603 -2550.562500	1.202 0.030 1.452
ttt_random_ammo	-28.515469 -1093.835327 -2550.617676	0.218 0.001 0.206
ttt_random_ammo	-49.984196 -1082.334717 -2550.613525	0.316 0.002 0.327
ttt_random_ammo	-158.177155 -1553.241211 -2550.664795	0.047 0.000 -0.027
ttt_random_ammo	-168.933044 -1574.387695 -2550.501953	-0.517 4.167 -0.640
ttt_random_ammo	-174.698410 -1577.070190 -2550.525146	0.356 4.289 0.008
ttt_random_ammo	-761.209961 -1918.348267 -2734.655518	0.049 0.000 -0.019
ttt_random_ammo	-775.247498 -1945.793579 -2734.682617	0.047 0.000 -0.035
ttt_random_ammo	-858.953247 -1521.537964 -2825.582031	1.659 0.036 2.009
ttt_random_ammo	-871.161377 -1533.347900 -2825.646484	0.055 0.000 -0.007
ttt_random_ammo	-821.022339 -1895.462646 -2917.617676	0.217 0.001 0.205
ttt_random_ammo	-759.367371 -1940.308350 -2917.572510	1.476 0.035 1.790
ttt_random_ammo	-778.297791 -1832.293701 -3005.425049	-68.482 176.102 -165.427
ttt_random_ammo	-774.535217 -1861.224731 -3003.415771	-65.884 -179.835 172.722
ttt_random_ammo	-785.084351 -1865.457275 -3008.073975	-68.803 179.671 -178.536
ttt_random_ammo	-797.613953 -1868.528076 -3012.918213	-68.511 -177.704 -152.829
ttt_random_ammo	-807.889893 -1896.405151 -3016.387207	-64.664 150.859 -150.062
ttt_random_ammo	-810.389526 -1907.496460 -3015.094727	-54.683 162.194 157.004
ttt_random_ammo	-802.791077 -1913.218994 -3010.045166	-11.550 49.014 -122.328
ttt_random_ammo	-797.211609 -1920.206787 -3004.647217	10.878 -128.976 122.760
ttt_random_ammo	-813.990356 -1910.254272 -3013.504395	29.313 21.696 50.692
ttt_random_ammo	-879.831238 -1519.892578 -2958.538574	0.123 -0.610 5.162
ttt_random_ammo	-883.446716 -1525.844360 -2958.974121	0.204 -2.452 4.835
ttt_random_ammo	-890.766052 -1613.375366 -2962.937744	4.593 0.736 0.211
ttt_random_ammo	-431.530609 -1779.004150 -3022.446533	1.129 -0.548 -2.296
ttt_random_ammo	-419.281372 -1738.469604 -3023.745117	-0.064 -1.007 -1.949
ttt_random_ammo	-407.000641 -1717.175049 -3024.486572	-0.099 -0.998 -2.129
ttt_random_ammo	-385.943542 -1146.981323 -3004.207031	1.669 57.071 96.463
ttt_random_ammo	-382.870850 -1126.909058 -3006.281982	8.395 -0.926 2.498
ttt_random_ammo	-371.052948 -1126.402466 -3005.373779	83.365 154.988 166.365
ttt_random_ammo	-160.373611 -1110.306641 -3020.344238	5.208 11.009 96.898
ttt_random_ammo	-149.595993 -1124.882446 -3023.780518	-3.441 0.240 0.255
ttt_random_ammo	-154.773529 -1134.674316 -3024.074707	-3.245 0.212 0.262
ttt_random_ammo	-211.107758 -1714.693115 -2917.621582	0.450 0.260 0.791
ttt_random_ammo	-216.816422 -1717.753052 -2917.616211	-0.785 0.418 -0.270
ttt_random_ammo	-222.690506 -1720.831177 -2917.633789	0.011 -0.001 -0.001
ttt_random_ammo	-656.185913 -1847.002808 -2823.287598	0.022 -9.092 -90.249
ttt_random_ammo	-663.995544 -1838.529053 -2823.364258	-1.086 97.303 -89.582
ttt_random_ammo	-665.166992 -1828.255127 -2823.447021	0.502 -9.003 -88.983
ttt_random_ammo	-684.998962 -1279.131470 -2825.564453	-0.018 0.742 -0.083
ttt_random_ammo	-683.661804 -1283.988037 -2825.526855	0.622 0.203 1.207
ttt_random_ammo	-667.878418 -1286.714722 -2825.606201	0.817 0.009 0.940
ttt_random_ammo	-190.616669 -1304.844116 -2734.623779	-0.122 -0.000 0.086
ttt_random_ammo	-147.353500 -1303.300537 -2734.605713	0.930 0.011 1.077
ttt_random_ammo	-164.923508 -1315.098267 -2734.667236	0.047 0.000 -0.028
ttt_random_ammo	621.365784 -2064.634277 -2646.614746	0.418 -0.057 0.582
ttt_random_ammo	621.907104 -2066.046143 -2636.251953	0.512 0.338 0.706
ttt_random_ammo	628.785828 -2073.701416 -2646.644775	0.057 0.000 -0.004
ttt_random_ammo	599.639709 -1127.411987 -2431.553467	-0.198 -0.486 -0.441
ttt_random_ammo	599.815247 -1132.318237 -2431.541504	0.517 -0.064 -0.204
ttt_random_ammo	600.289612 -1137.213257 -2431.513672	1.180 0.802 1.430
ttt_random_ammo	801.955261 -1089.954956 -2431.646729	0.055 0.000 -0.007
ttt_random_ammo	794.856445 -1098.359741 -2431.674805	0.047 0.000 -0.032
ttt_random_ammo	784.767212 -1087.473267 -2431.664795	0.047 0.000 -0.027
ttt_random_ammo	765.553955 218.624969 -2653.655273	0.049 0.000 -0.019
ttt_random_ammo	797.567261 216.811462 -2653.687988	0.048 0.000 -0.037
ttt_random_ammo	826.238831 217.669144 -2653.620605	0.170 -0.001 -0.146
ttt_random_ammo	-587.163940 177.157486 -2576.267578	1.586 0.042 1.921
ttt_random_ammo	-508.624237 164.227203 -2576.319580	0.091 0.000 0.045
ttt_random_ammo	-484.948151 168.476837 -2576.309326	0.169 0.001 0.145
ttt_random_ammo	-443.453644 158.738297 -2576.317871	0.097 0.000 0.053
ttt_random_ammo	-401.240723 137.180664 -2576.333252	0.057 0.000 -0.004
ttt_random_ammo	-393.469360 125.672249 -2576.337646	0.053 0.000 -0.011
ttt_random_ammo	-404.115631 71.136185 -2576.293945	1.428 0.024 1.684
ttt_random_ammo	-424.470093 55.550552 -2576.267090	1.501 0.035 1.810
ttt_random_ammo	-454.472321 50.570637 -2576.317871	0.099 0.000 0.055
ttt_random_ammo	-479.250641 36.379837 -2576.296387	0.603 0.005 0.679
ttt_random_ammo	-541.716064 2.003960 -2576.321533	0.083 0.000 0.034
ttt_random_ammo	-580.053650 6.427302 -2576.303467	0.277 0.001 0.279
ttt_random_ammo	-640.329956 15.787659 -2576.358398	0.047 0.000 -0.030
ttt_random_ammo	-692.703613 73.262444 -2576.327393	0.067 0.000 0.012
ttt_random_ammo	-707.152283 158.942719 -2576.299805	0.415 0.003 0.449
ttt_random_ammo	-662.769165 196.305496 -2576.348877	0.047 0.000 -0.023
ttt_random_ammo	-586.599243 196.566727 -2576.329346	0.062 0.000 0.005
ttt_random_ammo	1985.507202 -270.269592 -2630.646729	0.055 -0.000 0.008
ttt_random_ammo	1952.397949 -338.102997 -2630.662354	0.047 -0.000 0.025
ttt_random_ammo	1901.222168 -308.133789 -2630.564941	1.355 0.033 1.648
ttt_random_ammo	1923.643311 -271.885193 -2630.659912	0.047 0.000 -0.023
ttt_random_ammo	1961.131836 -304.614807 -2630.634521	0.077 0.000 0.026
ttt_random_ammo	2038.903198 -311.280182 -2624.669434	0.046 0.000 -0.029
ttt_random_ammo	2075.427734 -254.259308 -2624.614502	0.280 0.001 0.283
ttt_random_ammo	2003.674194 -209.084457 -2630.608398	0.618 -0.005 -0.697
ttt_random_ammo	1897.401367 -247.656067 -2630.634521	0.077 0.000 0.026
ttt_random_ammo	1869.467896 -306.955322 -2630.664795	0.047 0.000 -0.027
ttt_random_ammo	1903.710815 -395.920532 -2630.582031	1.691 0.036 2.052
ttt_random_ammo	1991.181641 -413.094727 -2630.669678	0.047 0.000 -0.029
ttt_random_ammo	1590.646484 -318.161072 -2897.664795	0.047 0.000 -0.027
ttt_random_ammo	1657.842163 -323.591248 -2897.660156	0.047 0.000 -0.023
ttt_random_ammo	1664.843628 -320.703674 -2897.532715	1.214 -0.012 1.957
ttt_random_ammo	1615.297729 -276.940125 -2897.622314	0.153 -0.001 -0.124
ttt_random_ammo	1635.415894 -270.605377 -2897.657715	0.048 0.000 -0.021
ttt_random_ammo	1217.248413 870.640320 -2814.533447	0.283 0.243 0.333
ttt_random_ammo	1216.094971 875.911255 -2814.509277	0.511 -0.742 0.631
ttt_random_ammo	1214.862305 884.795654 -2812.428223	-0.367 1.531 -89.088
ttt_random_ammo	1265.041504 793.533508 -2814.617432	0.218 0.001 0.207
ttt_random_ammo	1216.984375 838.422363 -2814.640381	0.063 0.000 0.006
ttt_random_ammo	654.727600 1003.711670 -2803.604980	1.448 0.025 1.708
ttt_random_ammo	661.537415 1001.093872 -2803.554932	0.996 0.015 1.499
ttt_random_ammo	706.540039 1008.678223 -2803.628906	0.101 0.000 0.058
ttt_random_ammo	726.819763 1274.138916 -2814.615967	0.248 0.001 0.243
ttt_random_ammo	767.906860 1182.716553 -2814.650879	0.051 0.000 -0.014
ttt_random_ammo	703.589661 1153.238647 -2812.413574	-0.424 3.530 -89.153
ttt_random_ammo	648.228638 421.434723 -2653.669678	0.047 0.000 -0.029
ttt_random_ammo	706.417969 392.812500 -2653.668945	-0.047 -0.000 -0.029
ttt_random_ammo	743.197876 397.785370 -2653.597900	-0.632 -0.005 0.714
ttt_random_ammo	810.129395 444.076416 -2653.657715	0.048 0.000 -0.021
ttt_random_ammo	763.305603 421.898865 -2653.638428	0.066 0.000 0.011
ttt_random_ammo	481.483215 940.871521 -2653.530762	-0.900 -0.025 1.094
ttt_random_ammo	489.373962 890.453918 -2653.630859	0.090 0.000 0.043
ttt_random_ammo	269.550262 1062.319824 -2638.667236	0.047 0.000 -0.028
ttt_random_ammo	210.406219 1070.674438 -2638.630859	0.091 0.000 0.045
ttt_random_ammo	177.490463 1066.258423 -2638.556885	1.100 0.028 1.331
ttt_random_ammo	111.340767 1011.485474 -2638.632813	0.084 0.000 0.035
ttt_random_ammo	-709.573547 1017.025757 -2959.359375	-89.468 165.418 -92.066
ttt_random_ammo	-861.402039 631.532349 -2699.669678	0.047 0.000 -0.030
ttt_random_ammo	-909.615662 659.085876 -2699.620605	0.170 0.001 0.146
ttt_random_ammo	-934.702698 681.002747 -2699.640625	0.063 0.000 0.006
ttt_random_ammo	-278.875793 1122.229370 -2829.636475	0.072 0.000 0.019
ttt_random_ammo	-264.068268 1136.655029 -2829.579590	1.672 0.036 2.032
ttt_random_ammo	-257.157013 1147.592896 -2829.677246	0.047 0.000 -0.033
